Epoch 1, Batch 1, Embryo AAL839-6, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\AAL839-6\D2013.09.12_S0900_I132_WELL6_RUN1.jpeg
Epoch 1, Batch 15, Embryo SS684-8, Frame D2016.08.30_S0462_I647_WELL8_RUN515.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\SS684-8\D2016.08.30_S0462_I647_WELL8_RUN515.jpeg
Epoch 1, Batch 15, Embryo SS684-8, Frame D2016.08.30_S0462_I647_WELL8_RUN515.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\SS684-8\D2016.08.30_S0462_I647_WELL8_RUN515.jpeg
Epoch 1, Batch 15, Embryo SS684-8, Frame D2016.08.30_S0462_I647_WELL8_RUN515.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\SS684-8\D2016.08.30_S0462_I647_WELL8_RUN515.jpeg
Epoch 1, Batch 15, Embryo SS684-8, Frame D2016.08.30_S0462_I647_WELL8_RUN515.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\SS684-8\D2016.08.30_S0462_I647_WELL8_RUN515.jpeg
Epoch 1, Batch 15, Embryo SS684-8, Frame D2016.08.30_S0462_I647_WELL8_RUN515.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\SS684-8\D2016.08.30_S0462_I647_WELL8_RUN515.jpeg
Epoch 1, Batch 15, Embryo SS684-8, Frame D2016.08.30_S0462_I647_WELL8_RUN515.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\SS684-8\D2016.08.30_S0462_I647_WELL8_RUN515.jpeg
Epoch 1, Batch 15, Embryo RK787-3, Frame D2011.10.03_S0237_I132_WELL3_RUN37.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\RK787-3\D2011.10.03_S0237_I132_WELL3_RUN37.jpeg
Epoch 1, Batch 15, Embryo RK787-3, Frame D2011.10.03_S0237_I132_WELL3_RUN37.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\RK787-3\D2011.10.03_S0237_I132_WELL3_RUN37.jpeg
Epoch 1, Batch 15, Embryo RK787-3, Frame D2011.10.03_S0237_I132_WELL3_RUN37.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\RK787-3\D2011.10.03_S0237_I132_WELL3_RUN37.jpeg
Epoch 1, Batch 15, Embryo RK787-3, Frame D2011.10.03_S0237_I132_WELL3_RUN37.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\RK787-3\D2011.10.03_S0237_I132_WELL3_RUN37.jpeg
Epoch 1, Batch 15, Embryo RK787-3, Frame D2011.10.03_S0237_I132_WELL3_RUN37.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\RK787-3\D2011.10.03_S0237_I132_WELL3_RUN37.jpeg
Epoch 1, Batch 15, Embryo RK787-3, Frame D2011.10.03_S0237_I132_WELL3_RUN37.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\RK787-3\D2011.10.03_S0237_I132_WELL3_RUN37.jpeg
Epoch 1, Batch 15, Embryo RK787-3, Frame D2011.10.03_S0237_I132_WELL3_RUN37.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\RK787-3\D2011.10.03_S0237_I132_WELL3_RUN37.jpeg
Epoch 1, Batch 15, Embryo RM126-6, Frame D2016.02.12_S1578_I132_WELL6_RUN171.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\RM126-6\D2016.02.12_S1578_I132_WELL6_RUN171.jpeg
Epoch 1, Batch 15, Embryo RM126-6, Frame D2016.02.12_S1578_I132_WELL6_RUN171.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\RM126-6\D2016.02.12_S1578_I132_WELL6_RUN171.jpeg
Epoch 1, Batch 15, Embryo RM126-6, Frame D2016.02.12_S1578_I132_WELL6_RUN171.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\RM126-6\D2016.02.12_S1578_I132_WELL6_RUN171.jpeg
Epoch 1, Batch 15, Embryo RM126-6, Frame D2016.02.12_S1578_I132_WELL6_RUN171.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\RM126-6\D2016.02.12_S1578_I132_WELL6_RUN171.jpeg
Epoch 1, Batch 15, Embryo RM126-6, Frame D2016.02.12_S1578_I132_WELL6_RUN171.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\RM126-6\D2016.02.12_S1578_I132_WELL6_RUN171.jpeg
Epoch 1, Batch 15, Embryo RM126-6, Frame D2016.02.12_S1578_I132_WELL6_RUN171.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\RM126-6\D2016.02.12_S1578_I132_WELL6_RUN171.jpeg
Epoch 1, Batch 15, Embryo RM126-6, Frame D2016.02.12_S1578_I132_WELL6_RUN171.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\RM126-6\D2016.02.12_S1578_I132_WELL6_RUN171.jpeg
Epoch 1, Batch 15, Embryo PJ533-8, Frame D2011.06.15_S0172_I132_WELL8_RUN74.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\PJ533-8\D2011.06.15_S0172_I132_WELL8_RUN74.jpeg
Epoch 1, Batch 15, Embryo PJ533-8, Frame D2011.06.15_S0172_I132_WELL8_RUN74.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\PJ533-8\D2011.06.15_S0172_I132_WELL8_RUN74.jpeg
Epoch 1, Batch 15, Embryo PJ533-8, Frame D2011.06.15_S0172_I132_WELL8_RUN74.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\PJ533-8\D2011.06.15_S0172_I132_WELL8_RUN74.jpeg
Epoch 1, Batch 15, Embryo PJ533-8, Frame D2011.06.15_S0172_I132_WELL8_RUN74.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\PJ533-8\D2011.06.15_S0172_I132_WELL8_RUN74.jpeg
Epoch 1, Batch 15, Embryo PJ533-8, Frame D2011.06.15_S0172_I132_WELL8_RUN74.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\PJ533-8\D2011.06.15_S0172_I132_WELL8_RUN74.jpeg
Epoch 1, Batch 15, Embryo PJ533-8, Frame D2011.06.15_S0172_I132_WELL8_RUN74.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\PJ533-8\D2011.06.15_S0172_I132_WELL8_RUN74.jpeg
Epoch 1, Batch 15, Embryo PJ533-8, Frame D2011.06.15_S0172_I132_WELL8_RUN74.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\PJ533-8\D2011.06.15_S0172_I132_WELL8_RUN74.jpeg
Epoch 1, Batch 15, Embryo PN110-9, Frame D2013.02.02_S0724_I132_WELL9_RUN149.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\PN110-9\D2013.02.02_S0724_I132_WELL9_RUN149.jpeg
Epoch 1, Batch 15, Embryo PN110-9, Frame D2013.02.02_S0724_I132_WELL9_RUN149.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\PN110-9\D2013.02.02_S0724_I132_WELL9_RUN149.jpeg
Epoch 1, Batch 15, Embryo PN110-9, Frame D2013.02.02_S0724_I132_WELL9_RUN149.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\PN110-9\D2013.02.02_S0724_I132_WELL9_RUN149.jpeg
Epoch 1, Batch 15, Embryo PN110-9, Frame D2013.02.02_S0724_I132_WELL9_RUN149.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\PN110-9\D2013.02.02_S0724_I132_WELL9_RUN149.jpeg
Epoch 1, Batch 15, Embryo PN110-9, Frame D2013.02.02_S0724_I132_WELL9_RUN149.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\PN110-9\D2013.02.02_S0724_I132_WELL9_RUN149.jpeg
Epoch 1, Batch 15, Embryo PN110-9, Frame D2013.02.02_S0724_I132_WELL9_RUN149.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\PN110-9\D2013.02.02_S0724_I132_WELL9_RUN149.jpeg
Epoch 1, Batch 15, Embryo PN110-9, Frame D2013.02.02_S0724_I132_WELL9_RUN149.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\PN110-9\D2013.02.02_S0724_I132_WELL9_RUN149.jpeg
Epoch 1, Batch 15, Embryo MG1147-6, Frame D2013.11.26_S0966_I132_WELL6_RUN21.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\MG1147-6\D2013.11.26_S0966_I132_WELL6_RUN21.jpeg
Epoch 1, Batch 15, Embryo MG1147-6, Frame D2013.11.26_S0966_I132_WELL6_RUN21.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\MG1147-6\D2013.11.26_S0966_I132_WELL6_RUN21.jpeg
Epoch 1, Batch 15, Embryo MG1147-6, Frame D2013.11.26_S0966_I132_WELL6_RUN21.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\MG1147-6\D2013.11.26_S0966_I132_WELL6_RUN21.jpeg
Epoch 1, Batch 15, Embryo MG1147-6, Frame D2013.11.26_S0966_I132_WELL6_RUN21.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\MG1147-6\D2013.11.26_S0966_I132_WELL6_RUN21.jpeg
Epoch 1, Batch 15, Embryo MG1147-6, Frame D2013.11.26_S0966_I132_WELL6_RUN21.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\MG1147-6\D2013.11.26_S0966_I132_WELL6_RUN21.jpeg
Epoch 1, Batch 15, Embryo MG1147-6, Frame D2013.11.26_S0966_I132_WELL6_RUN21.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\MG1147-6\D2013.11.26_S0966_I132_WELL6_RUN21.jpeg
Epoch 1, Batch 15, Embryo MG1147-6, Frame D2013.11.26_S0966_I132_WELL6_RUN21.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\MG1147-6\D2013.11.26_S0966_I132_WELL6_RUN21.jpeg
Epoch 1, Batch 15, Embryo CA658-6, Frame D2017.06.23_S0741_I647_WELL6_RUN9.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\CA658-6\D2017.06.23_S0741_I647_WELL6_RUN9.jpeg
Epoch 1, Batch 15, Embryo CA658-6, Frame D2017.06.23_S0741_I647_WELL6_RUN9.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\CA658-6\D2017.06.23_S0741_I647_WELL6_RUN9.jpeg
Epoch 1, Batch 15, Embryo CA658-6, Frame D2017.06.23_S0741_I647_WELL6_RUN9.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\CA658-6\D2017.06.23_S0741_I647_WELL6_RUN9.jpeg
Epoch 1, Batch 15, Embryo CA658-6, Frame D2017.06.23_S0741_I647_WELL6_RUN9.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\CA658-6\D2017.06.23_S0741_I647_WELL6_RUN9.jpeg
Epoch 1, Batch 15, Embryo CA658-6, Frame D2017.06.23_S0741_I647_WELL6_RUN9.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\CA658-6\D2017.06.23_S0741_I647_WELL6_RUN9.jpeg
Epoch 1, Batch 15, Embryo CA658-6, Frame D2017.06.23_S0741_I647_WELL6_RUN9.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\CA658-6\D2017.06.23_S0741_I647_WELL6_RUN9.jpeg
Epoch 1, Batch 15, Embryo CA658-6, Frame D2017.06.23_S0741_I647_WELL6_RUN9.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\CA658-6\D2017.06.23_S0741_I647_WELL6_RUN9.jpeg
Epoch 1, Batch 15, Embryo JS292-8, Frame D2015.03.31_S1357_I132_WELL8_RUN104.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\JS292-8\D2015.03.31_S1357_I132_WELL8_RUN104.jpeg
Epoch 1, Batch 15, Embryo JS292-8, Frame D2015.03.31_S1357_I132_WELL8_RUN104.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\JS292-8\D2015.03.31_S1357_I132_WELL8_RUN104.jpeg
Epoch 1, Batch 15, Embryo JS292-8, Frame D2015.03.31_S1357_I132_WELL8_RUN104.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\JS292-8\D2015.03.31_S1357_I132_WELL8_RUN104.jpeg
Epoch 1, Batch 15, Embryo JS292-8, Frame D2015.03.31_S1357_I132_WELL8_RUN104.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\JS292-8\D2015.03.31_S1357_I132_WELL8_RUN104.jpeg
Epoch 1, Batch 15, Embryo JS292-8, Frame D2015.03.31_S1357_I132_WELL8_RUN104.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\JS292-8\D2015.03.31_S1357_I132_WELL8_RUN104.jpeg
Epoch 1, Batch 15, Embryo JS292-8, Frame D2015.03.31_S1357_I132_WELL8_RUN104.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\JS292-8\D2015.03.31_S1357_I132_WELL8_RUN104.jpeg
Epoch 1, Batch 15, Embryo JS292-8, Frame D2015.03.31_S1357_I132_WELL8_RUN104.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\JS292-8\D2015.03.31_S1357_I132_WELL8_RUN104.jpeg
Epoch 1, Batch 16, Embryo GA122-8, Frame D2013.02.05_S0727_I132_WELL8_RUN474.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\GA122-8\D2013.02.05_S0727_I132_WELL8_RUN474.jpeg
Epoch 1, Batch 16, Embryo GA122-8, Frame D2013.02.05_S0727_I132_WELL8_RUN474.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\GA122-8\D2013.02.05_S0727_I132_WELL8_RUN474.jpeg
Epoch 1, Batch 16, Embryo GA122-8, Frame D2013.02.05_S0727_I132_WELL8_RUN474.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\GA122-8\D2013.02.05_S0727_I132_WELL8_RUN474.jpeg
Epoch 1, Batch 16, Embryo GA122-8, Frame D2013.02.05_S0727_I132_WELL8_RUN474.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\GA122-8\D2013.02.05_S0727_I132_WELL8_RUN474.jpeg
Epoch 1, Batch 16, Embryo GA122-8, Frame D2013.02.05_S0727_I132_WELL8_RUN474.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\GA122-8\D2013.02.05_S0727_I132_WELL8_RUN474.jpeg
Epoch 1, Batch 16, Embryo GA122-8, Frame D2013.02.05_S0727_I132_WELL8_RUN474.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\GA122-8\D2013.02.05_S0727_I132_WELL8_RUN474.jpeg
Epoch 1, Batch 16, Embryo GA122-8, Frame D2013.02.05_S0727_I132_WELL8_RUN474.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\GA122-8\D2013.02.05_S0727_I132_WELL8_RUN474.jpeg
Epoch 1, Batch 16, Embryo OF387-2, Frame D2015.04.28_S1380_I132_WELL2_RUN445.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\OF387-2\D2015.04.28_S1380_I132_WELL2_RUN445.jpeg
Epoch 1, Batch 16, Embryo OF387-2, Frame D2015.04.28_S1380_I132_WELL2_RUN445.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\OF387-2\D2015.04.28_S1380_I132_WELL2_RUN445.jpeg
Epoch 1, Batch 16, Embryo OF387-2, Frame D2015.04.28_S1380_I132_WELL2_RUN445.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\OF387-2\D2015.04.28_S1380_I132_WELL2_RUN445.jpeg
Epoch 1, Batch 16, Embryo OF387-2, Frame D2015.04.28_S1380_I132_WELL2_RUN445.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\OF387-2\D2015.04.28_S1380_I132_WELL2_RUN445.jpeg
Epoch 1, Batch 16, Embryo OF387-2, Frame D2015.04.28_S1380_I132_WELL2_RUN445.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\OF387-2\D2015.04.28_S1380_I132_WELL2_RUN445.jpeg
Epoch 1, Batch 16, Embryo OF387-2, Frame D2015.04.28_S1380_I132_WELL2_RUN445.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\OF387-2\D2015.04.28_S1380_I132_WELL2_RUN445.jpeg
Epoch 1, Batch 16, Embryo OF387-2, Frame D2015.04.28_S1380_I132_WELL2_RUN445.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\OF387-2\D2015.04.28_S1380_I132_WELL2_RUN445.jpeg
Epoch 1, Batch 16, Embryo EE656-3, Frame D2016.07.13_S1700_I132_WELL3_RUN112.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\EE656-3\D2016.07.13_S1700_I132_WELL3_RUN112.jpeg
Epoch 1, Batch 16, Embryo EE656-3, Frame D2016.07.13_S1700_I132_WELL3_RUN112.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\EE656-3\D2016.07.13_S1700_I132_WELL3_RUN112.jpeg
Epoch 1, Batch 16, Embryo EE656-3, Frame D2016.07.13_S1700_I132_WELL3_RUN112.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\EE656-3\D2016.07.13_S1700_I132_WELL3_RUN112.jpeg
Epoch 1, Batch 16, Embryo EE656-3, Frame D2016.07.13_S1700_I132_WELL3_RUN112.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\EE656-3\D2016.07.13_S1700_I132_WELL3_RUN112.jpeg
Epoch 1, Batch 16, Embryo EE656-3, Frame D2016.07.13_S1700_I132_WELL3_RUN112.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\EE656-3\D2016.07.13_S1700_I132_WELL3_RUN112.jpeg
Epoch 1, Batch 16, Embryo EE656-3, Frame D2016.07.13_S1700_I132_WELL3_RUN112.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\EE656-3\D2016.07.13_S1700_I132_WELL3_RUN112.jpeg
Epoch 1, Batch 16, Embryo EE656-3, Frame D2016.07.13_S1700_I132_WELL3_RUN112.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\EE656-3\D2016.07.13_S1700_I132_WELL3_RUN112.jpeg
Epoch 1, Batch 16, Embryo ME378-4, Frame D2015.04.24_S0108_I647_WELL4_RUN208.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\ME378-4\D2015.04.24_S0108_I647_WELL4_RUN208.jpeg
Epoch 1, Batch 16, Embryo ME378-4, Frame D2015.04.24_S0108_I647_WELL4_RUN208.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\ME378-4\D2015.04.24_S0108_I647_WELL4_RUN208.jpeg
Epoch 1, Batch 16, Embryo ME378-4, Frame D2015.04.24_S0108_I647_WELL4_RUN208.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\ME378-4\D2015.04.24_S0108_I647_WELL4_RUN208.jpeg
Epoch 1, Batch 16, Embryo ME378-4, Frame D2015.04.24_S0108_I647_WELL4_RUN208.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\ME378-4\D2015.04.24_S0108_I647_WELL4_RUN208.jpeg
Epoch 1, Batch 16, Embryo ME378-4, Frame D2015.04.24_S0108_I647_WELL4_RUN208.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\ME378-4\D2015.04.24_S0108_I647_WELL4_RUN208.jpeg
Epoch 1, Batch 16, Embryo ME378-4, Frame D2015.04.24_S0108_I647_WELL4_RUN208.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\ME378-4\D2015.04.24_S0108_I647_WELL4_RUN208.jpeg
Epoch 1, Batch 16, Embryo ME378-4, Frame D2015.04.24_S0108_I647_WELL4_RUN208.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\ME378-4\D2015.04.24_S0108_I647_WELL4_RUN208.jpeg
Epoch 1, Batch 16, Embryo LNA592-8, Frame D2014.07.05_S1152_I132_WELL8_RUN387.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\LNA592-8\D2014.07.05_S1152_I132_WELL8_RUN387.jpeg
Epoch 1, Batch 16, Embryo LNA592-8, Frame D2014.07.05_S1152_I132_WELL8_RUN387.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\LNA592-8\D2014.07.05_S1152_I132_WELL8_RUN387.jpeg
Epoch 1, Batch 16, Embryo LNA592-8, Frame D2014.07.05_S1152_I132_WELL8_RUN387.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\LNA592-8\D2014.07.05_S1152_I132_WELL8_RUN387.jpeg
Epoch 1, Batch 16, Embryo LNA592-8, Frame D2014.07.05_S1152_I132_WELL8_RUN387.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\LNA592-8\D2014.07.05_S1152_I132_WELL8_RUN387.jpeg
Epoch 1, Batch 16, Embryo LNA592-8, Frame D2014.07.05_S1152_I132_WELL8_RUN387.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\LNA592-8\D2014.07.05_S1152_I132_WELL8_RUN387.jpeg
Epoch 1, Batch 16, Embryo LNA592-8, Frame D2014.07.05_S1152_I132_WELL8_RUN387.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\LNA592-8\D2014.07.05_S1152_I132_WELL8_RUN387.jpeg
Epoch 1, Batch 16, Embryo LNA592-8, Frame D2014.07.05_S1152_I132_WELL8_RUN387.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\LNA592-8\D2014.07.05_S1152_I132_WELL8_RUN387.jpeg
Epoch 1, Batch 16, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN347.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN347.jpeg
Epoch 1, Batch 16, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN347.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN347.jpeg
Epoch 1, Batch 16, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN347.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN347.jpeg
Epoch 1, Batch 16, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN347.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN347.jpeg
Epoch 1, Batch 16, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN347.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN347.jpeg
Epoch 1, Batch 16, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN347.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN347.jpeg
Epoch 1, Batch 16, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN347.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN347.jpeg
Epoch 1, Batch 16, Embryo GS430-9, Frame D2016.05.10_S0392_I647_WELL9_RUN143.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\GS430-9\D2016.05.10_S0392_I647_WELL9_RUN143.jpeg
Epoch 1, Batch 16, Embryo GS430-9, Frame D2016.05.10_S0392_I647_WELL9_RUN143.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\GS430-9\D2016.05.10_S0392_I647_WELL9_RUN143.jpeg
Epoch 1, Batch 16, Embryo GS430-9, Frame D2016.05.10_S0392_I647_WELL9_RUN143.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\GS430-9\D2016.05.10_S0392_I647_WELL9_RUN143.jpeg
Epoch 1, Batch 16, Embryo GS430-9, Frame D2016.05.10_S0392_I647_WELL9_RUN143.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\GS430-9\D2016.05.10_S0392_I647_WELL9_RUN143.jpeg
Epoch 1, Batch 16, Embryo GS430-9, Frame D2016.05.10_S0392_I647_WELL9_RUN143.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\GS430-9\D2016.05.10_S0392_I647_WELL9_RUN143.jpeg
